input_street,input_city,input_county,input_state,most_sim_street,sim_score,mostsimstreet_id,highway,lanes,oneway
Abrams Rd,Dallas,Dallas,TX,Abrams Road,90,39656885,secondary,2,yes
Tri-State Tlwy,Deerfield,Lake,IL,Tri-State Tollway,90,909931527,motorway,4,yes
California Ave,Bakersfield,Kern,CA,California Avenue,90,1106511103,primary,3,yes
Winter Run Dr,Orlando,Orange,FL,Winter Run Drive,90,208682686,residential,Not_Present_Value,Not_Present_Value
Sylvan Rd,Atlanta,Fulton,GA,Sylvan Road,90,68634407,secondary,4,Not_Present_Value
Rosecrans Ave,Manhattan Beach,Los Angeles,CA,Rosecrans Avenue,90,398189569,primary,6,yes
Wedgewood Ave,Nashville,Davidson,TN,Wedgewood Avenue,90,635462140,secondary,Not_Present_Value,Not_Present_Value
Atomic Rd,Beech Island,Aiken,SC,Atomic Road,90,647155177,primary,2,yes
Alisal Rd,Salinas,Monterey,CA,Alisal Road,90,10475793,tertiary,Not_Present_Value,Not_Present_Value
Meadowbrook Dr,Augusta,Richmond,GA,Meadowbrook Drive,90,173148337,tertiary,4,Not_Present_Value
State Route 203,Spencertown,Columbia,NY,State Route 22,90,825527944,primary,2,Not_Present_Value
Olson Memorial Hwy,Minneapolis,Hennepin,MN,Olson Memorial Highway,90,22717276,primary,3,yes
Austin Rd,Stockton,San Joaquin,CA,Austin Road,90,700711091,tertiary,Not_Present_Value,Not_Present_Value
Waring Rd,San Diego,San Diego,CA,Waring Road,90,436607390,secondary,Not_Present_Value,Not_Present_Value
Stone Mountain Fwy,Stone Mountain,DeKalb,GA,Stone Mountain Freeway,90,877560062,motorway,3,yes
River Hill Dr,Wake Forest,Wake,NC,River Hill Drive,90,18893458,residential,Not_Present_Value,Not_Present_Value
Lancaster Ave,Haverford,Montgomery,PA,Lancaster Avenue,90,724628650,primary,4,Not_Present_Value
Cannon Rd,San Juan Bautista,San Benito,CA,Cannon Road,90,10526119,unclassified,Not_Present_Value,Not_Present_Value
University Dr,Irvine,Orange,CA,University Drive,90,717958960,primary,3,yes
Valley Rd,Huntingdon Valley,Montgomery,PA,Valley Road,90,957963758,tertiary,Not_Present_Value,Not_Present_Value
Spring Hill Dr,Spring Hill,Hernando,FL,Spring Hill Drive,90,753149762,secondary,4,Not_Present_Value
Stone Oak Pkwy,San Antonio,Bexar,TX,Stone Oak Parkway,90,240574104,secondary,4,Not_Present_Value
Donnan Rd,Taylors,Greenville,SC,Donnan Road,90,12396865,residential,Not_Present_Value,Not_Present_Value
Colony Rd,Charlotte,Mecklenburg,NC,Colony Road,90,1210705152,tertiary,3,Not_Present_Value
McLaughlin Ave,San Jose,Santa Clara,CA,McLaughlin Avenue,90,416218222,secondary,5,Not_Present_Value
Tri-State Tlwy,Lansing,Cook,IL,Tri-State Tollway,90,51805042,motorway,4,yes
Almonaster Ave,New Orleans,Orleans,LA,Almonaster Avenue,90,977870605,tertiary,1,yes
Eldon Baker Dr,Flint,Genesee,MI,Eldon Baker Drive,90,8632477,residential,Not_Present_Value,Not_Present_Value
Lexington Ave,Rochester,Monroe,NY,Lexington Avenue,90,139750774,secondary,Not_Present_Value,yes
Towamencin Ave,Harleysville,Montgomery,PA,Towamencin Avenue,90,26411361,tertiary,Not_Present_Value,Not_Present_Value
Nashua Rd,Londonderry,Rockingham,NH,Nashua Road,90,31649886,primary,3,yes
Kellam Rd,Del Valle,Travis,TX,Kellam Road,90,707829661,tertiary,Not_Present_Value,Not_Present_Value
Minnesota Ave,Winter Park,Orange,FL,Minnesota Avenue,90,84057095,tertiary,2,Not_Present_Value
Forest View Dr,Antioch,Davidson,TN,Forest View Drive,90,19483238,residential,Not_Present_Value,Not_Present_Value
University Ave,Berkeley,Alameda,CA,University Avenue,90,1081095732,secondary,2,yes
Washington Brg,Bronx,Bronx,NY,Washington Bridge,90,1234375405,cycleway,Not_Present_Value,no
Colima Rd,Whittier,Los Angeles,CA,Colima Road,90,608182947,secondary,5,Not_Present_Value
Smithfield Ave,Providence,Providence,RI,Smithfield Avenue,90,101881663,primary,2,yes
Edge O Lake Dr,Antioch,Davidson,TN,Edge O Lake Drive,90,635462176,tertiary,Not_Present_Value,Not_Present_Value
Tri-State Tlwy,Franklin Park,Cook,IL,Tri-State Tollway,90,1128397069,motorway,2,yes
Ladson Rd,Ladson,Berkeley,SC,Ladson Road,90,128357331,secondary,Not_Present_Value,Not_Present_Value
Huntington Dr,San Gabriel,Los Angeles,CA,Huntington Drive,90,405543907,primary,3,yes
Fair Oaks Ave,South Pasadena,Los Angeles,CA,Fair Oaks Avenue,90,1155771697,primary,Not_Present_Value,yes
Shadowbriar Dr,Houston,Harris,TX,Shadowbriar Drive,90,1074153294,tertiary,Not_Present_Value,yes
Greenridge Dr,Houston,Harris,TX,Greenridge Drive,90,15440570,tertiary,2,Not_Present_Value
Colima Rd,Hacienda Heights,Los Angeles,CA,Colima Road,90,405375265,primary,2,yes
Wilson Rd,Humble,Harris,TX,Wilson Road,90,423437465,secondary,4,yes
Meadow Rd,Princeton,Mercer,NJ,Meadow Road,90,27337106,tertiary,5,no
Olde Hickory Rd,Lancaster,Lancaster,PA,Old Hickory Road,90,366321675,service,Not_Present_Value,yes
Tippecanoe Ave,San Bernardino,San Bernardino,CA,Tippecanoe Avenue,90,7464197,tertiary,4,Not_Present_Value
Nassau Rd,Roosevelt,Nassau,NY,Nassau Road,90,420643325,secondary,5,Not_Present_Value
Dover Glen Dr,Antioch,Davidson,TN,Dover Glen Drive,90,239625405,residential,Not_Present_Value,Not_Present_Value
Reames Rd,Charlotte,Mecklenburg,NC,Reames Road,90,1220469893,secondary,1,yes
Round Rock Ave,Round Rock,Williamson,TX,Round Rock Avenue,90,1262667638,secondary,Not_Present_Value,yes
Duncannon Ave,Duarte,Los Angeles,CA,Duncannon Avenue,90,1087221059,residential,2,Not_Present_Value
Fall River Ave,Seekonk,Bristol,MA,Fall River Avenue,90,71371399,secondary,2,Not_Present_Value
E Highway 388,Youngstown,Bay,FL,East Highway 388,90,10758635,tertiary,2,Not_Present_Value
Slater Rd,Morrisville,Wake,NC,Slater Road,90,693786486,secondary,Not_Present_Value,Not_Present_Value
Ludlam Rd,Miami,Miami-Dade,FL,Ludlam Road,90,11148748,secondary,5,Not_Present_Value
Crosstown Pkwy,Port Saint Lucie,St. Lucie,FL,Crosstown Parkway,90,1014905821,secondary,5,yes
Mount Rose Ave,York,York,PA,Mount Rose Avenue,90,1090000603,primary,Not_Present_Value,yes
Grooms Rd,Clifton Park,Saratoga,NY,Grooms Road,90,33654145,tertiary,Not_Present_Value,Not_Present_Value
Boston Rd,Billerica,Middlesex,MA,Boston Road,90,666382880,primary,3,Not_Present_Value
Rosecrans Ave,Norwalk,Los Angeles,CA,Rosecrans Avenue,90,991906597,primary,3,yes
Montgomery Dr,Philadelphia,Philadelphia,PA,Montgomery Drive,90,486653628,secondary,2,Not_Present_Value
Bonita Rd,Chula Vista,San Diego,CA,Bonita Road,90,1023145166,secondary,4,yes
Scyene Rd,Dallas,Dallas,TX,Scyene Road,90,1074228751,primary,4,yes
Lindenhurst Dr,Lindenhurst,Lake,IL,Lindenhurst Drive,90,21848016,residential,Not_Present_Value,Not_Present_Value
Maplecrest Dr,Houston,Harris,TX,Maplecrest Drive,90,15366986,residential,Not_Present_Value,Not_Present_Value
Vaughn Rd,Greenville,Greenville,SC,Vaughn Road,90,12405850,residential,2,Not_Present_Value
Miller Rd,Castleton on Hudson,Rensselaer,NY,Miller Road,90,1175801673,secondary,2,Not_Present_Value
Morrocroft Dr,Raleigh,Wake,NC,Morrocroft Drive,90,18909985,residential,Not_Present_Value,Not_Present_Value
Greens Rd,Houston,Harris,TX,Greens Road,90,795213489,secondary,Not_Present_Value,yes
Spring Rd,Oak Brook,DuPage,IL,Spring Road,90,796592897,tertiary,Not_Present_Value,Not_Present_Value
Symmes Rd,Riverview,Hillsborough,FL,Symmes Road,90,704072291,tertiary,3,yes
Old Ox Rd,Sterling,Loudoun,VA,Old Ox Road,90,48778150,primary,2,yes
Northlake Pkwy,Tucker,DeKalb,GA,Northlake Parkway,90,40900899,tertiary,Not_Present_Value,Not_Present_Value
Tri-State Tlwy,La Grange,Cook,IL,Tri-State Tollway,90,61857447,motorway,4,yes
Ranchester Dr,Houston,Harris,TX,Ranchester Drive,90,1116899657,tertiary,Not_Present_Value,yes
Sidell Rd,Sidell,Sarasota,FL,Sidell Road,90,11347093,tertiary,2,Not_Present_Value
Hempstead Ave,Queens Village,Queens,NY,Hempstead Avenue,90,219575364,primary,3,yes
Easton Rd,Warrington,Bucks,PA,Easton Road,90,1194308050,trunk,2,yes
Woodland Pkwy,San Marcos,San Diego,CA,Woodland Parkway,90,225875724,tertiary,Not_Present_Value,Not_Present_Value
Old 41 Rd,Bonita Springs,Lee,FL,Old 41 Road,90,686234832,tertiary,Not_Present_Value,yes
Huntington Dr,Pasadena,Los Angeles,CA,Huntington Drive,90,405543906,primary,6,yes
John Muir Pkwy,Rodeo,Contra Costa,CA,John Muir Parkway,90,393464309,trunk,2,yes
Longreen Pkwy,Columbia,Richland,SC,Longreen Parkway,90,172734649,unclassified,4,Not_Present_Value
Henrydale Ave,Greenville,Greenville,SC,Henrydale Avenue,90,321394541,residential,Not_Present_Value,Not_Present_Value
Trade Wind Ave,Sacramento,Sacramento,CA,Trade Wind Avenue,90,10508506,residential,Not_Present_Value,Not_Present_Value
Ross Clark Cir,Dothan,Houston,AL,Ross Clark Circle,90,1180790864,trunk,4,yes
Club Creek Dr,Houston,Harris,TX,Club Creek Drive,90,321206472,tertiary,Not_Present_Value,Not_Present_Value
Midway Rd,Dallas,Dallas,TX,Midway Road,90,927672551,secondary,4,yes
Moross Rd,Detroit,Wayne,MI,Moross Road,90,4818541,secondary,3,yes
Taylor Rd,Lansdale,Montgomery,PA,Taylor Road,90,955518096,tertiary,4,Not_Present_Value
Cale Yarborough Hwy,Timmonsville,Florence,SC,Cale Yarborough Highway,90,172674911,secondary,Not_Present_Value,Not_Present_Value
Woodsmere Ave,Orlando,Orange,FL,Woodsmere Avenue,90,216731608,residential,Not_Present_Value,Not_Present_Value
Fort Worth Ave,Dallas,Dallas,TX,Fort Worth Avenue,90,1042823969,secondary,3,yes
Floral Park Dr,Austin,Travis,TX,Floral Park Drive,90,758139277,tertiary,4,Not_Present_Value
Moylan Rd,Panama City Beach,Bay,FL,Moylan Road,90,1121894063,tertiary,2,Not_Present_Value
Lorton Rd,Lorton,Fairfax County,VA,Lorton Road,90,379419100,primary,3,yes
Ingram Rd,San Antonio,Bexar,TX,Ingram Road,90,242987694,secondary,3,yes
Boston Rd,North Billerica,Middlesex,MA,Boston Road,90,92237475,primary,2,Not_Present_Value
Moller Rd,Indianapolis,Marion,IN,Moller Road,90,692277555,secondary,2,yes
Briargate Cir,Columbia,Richland,SC,Briargate Circle,90,12524051,residential,Not_Present_Value,Not_Present_Value
Bendel Rd,Lafayette,Lafayette,LA,Bendel Road,90,12667721,tertiary,Not_Present_Value,Not_Present_Value
Northcrest Dr,Clifton Park,Saratoga,NY,Northcrest Drive,90,5651948,residential,Not_Present_Value,Not_Present_Value
Wilmington Ave,Los Angeles,Los Angeles,CA,Wilmington Avenue,90,399270780,secondary,5,Not_Present_Value
Regal Oaks Dr,Charlotte,Mecklenburg,NC,Regal Oaks Drive,90,16683399,residential,2,Not_Present_Value
Shoe Creek Dr,Baton Rouge,East Baton Rouge,LA,Shoe Creek Drive,90,12631373,residential,Not_Present_Value,Not_Present_Value
Monticello Dr,Montgomery,Montgomery,AL,Monticello Drive,90,1015147986,residential,5,Not_Present_Value
Quail Roost Dr,Miami,Miami-Dade,FL,Quail Roost Drive,90,587863934,secondary,4,yes
Grandview Ave,Columbus,Franklin,OH,Grandview Avenue,90,29490541,secondary,Not_Present_Value,Not_Present_Value
Ecorse Rd,Taylor,Wayne,MI,Ecorse Road,90,414373427,secondary,2,yes
Grelot Rd,Mobile,Mobile,AL,Grelot Road,90,902564325,tertiary,Not_Present_Value,yes
John Muir Pkwy,Hercules,Contra Costa,CA,John Muir Parkway,90,23990758,motorway_link,2,yes
Fruitvale Ave,Oakland,Alameda,CA,Fruitvale Avenue,90,1055909212,secondary,3,yes
Morgan Rd,Hephzibah,Richmond,GA,Morgan Road,90,971415091,tertiary,3,Not_Present_Value
Huntington Ave,Providence,Providence,RI,Huntington Avenue,90,1051249707,secondary,1,yes
Finley Hill Ct,Simpsonville,Greenville,SC,Finley Hill Court,90,97281443,residential,Not_Present_Value,Not_Present_Value
Garner Rd,Raleigh,Wake,NC,Garner Road,90,755753127,secondary,Not_Present_Value,Not_Present_Value
Fairmount Ave,San Diego,San Diego,CA,Fairmount Avenue,90,1090548232,trunk,2,yes
Charles Jackson St,Dalzell,Sumter,SC,Charles Jackson Street,90,12549423,residential,Not_Present_Value,Not_Present_Value
Old Number Six Hwy,Santee,Orangeburg,SC,Old Number Six Highway,90,172664991,secondary,2,Not_Present_Value
Vaughn Rd,Montgomery,Montgomery,AL,Vaughn Road,90,840909422,secondary,Not_Present_Value,Not_Present_Value
Willow Ln,Spartanburg,Spartanburg,SC,Willow Lane,90,12544630,residential,Not_Present_Value,Not_Present_Value
Wells Port Dr,Austin,Travis,TX,Wells Port Drive,90,626532849,tertiary,Not_Present_Value,yes
Pelandale Ave,Modesto,Stanislaus,CA,Pelandale Avenue,90,855488669,secondary,4,Not_Present_Value
Montopolis Dr,Austin,Travis,TX,Montopolis Drive,90,655432369,secondary,4,Not_Present_Value
Imperial Pkwy,Bonita Springs,Lee,FL,Imperial Parkway,90,988574613,primary,2,yes
Fallon Rd,Stoneham,Middlesex,MA,Fallon Road,90,175345326,secondary,2,Not_Present_Value
Mykawa Rd,Houston,Harris,TX,Mykawa Road,90,45767006,secondary,Not_Present_Value,Not_Present_Value
Milton Rd,Farmington,Stanislaus,CA,Milton Road,90,10600504,secondary,Not_Present_Value,Not_Present_Value
Old Edisto Dr,Orangeburg,Orangeburg,SC,Old Edisto Drive,90,12506262,trunk,4,Not_Present_Value
Barrington Dr,Charlotte,Mecklenburg,NC,Barrington Drive,90,493039937,tertiary,Not_Present_Value,Not_Present_Value
Bransford Ave,Nashville,Davidson,TN,Bransford Avenue,90,635095008,secondary,Not_Present_Value,Not_Present_Value
John F. Kennedy Memorial Hwy S,Rosedale,Baltimore County,MD,John F. Kennedy Memorial Highway,90,121069504,motorway,3,yes
La Riviera Dr,Sacramento,Sacramento,CA,La Riviera Drive,90,617672374,tertiary,Not_Present_Value,Not_Present_Value
Naylor Rd,Temple Hills,Prince George's,MD,Naylor Road,90,468896629,secondary,2,yes
World Store Ct,Dallas,Dallas,TX,World Store Court,90,9964166,residential,Not_Present_Value,Not_Present_Value
Heart Pine Ave,Odessa,Pasco,FL,Heart Pine Avenue,90,524231533,tertiary,2,yes
Aviation Pkwy,Morrisville,Wake,NC,Aviation Parkway,90,889068869,trunk,4,yes
Mechanicsville Tpke,Richmond,Henrico,VA,Mechanicsville Turnpike,90,1094442601,trunk,3,yes
Monroe Rd,Houston,Harris,TX,Monroe Road,90,1042641290,secondary,3,yes
Spence Rd,Salinas,Monterey,CA,Spence Road,90,38338288,tertiary,Not_Present_Value,Not_Present_Value
Kings Grant Dr,Philadelphia,Montgomery,PA,Kings Grant Drive,90,448887903,unclassified,4,no
Murphy Rd,Nashville,Davidson,TN,Murphy Road,90,107398787,primary,Not_Present_Value,Not_Present_Value
Wilcox Rd,Stockton,San Joaquin,CA,Wilcox Road,90,894474518,residential,2,Not_Present_Value
Blount Rd,Baton Rouge,East Baton Rouge,LA,Blount Road,90,12631229,tertiary,4,Not_Present_Value
El Camino Ave,Carmichael,Sacramento,CA,El Camino Avenue,90,742398868,secondary,Not_Present_Value,yes
Clearview Pkwy,Metairie,Jefferson,LA,Clearview Parkway,90,23989894,trunk,3,yes
Lurleen B Wallace Blvd,Northport,Tuscaloosa,AL,Lurleen B Wallace Boulevard,90,682187108,trunk,3,yes
Browne Rd,Charlotte,Mecklenburg,NC,Browne Road,90,1283575117,secondary,Not_Present_Value,Not_Present_Value
Kinley Rd,Irmo,Richland,SC,Kinley Road,90,754199785,tertiary,Not_Present_Value,Not_Present_Value
North Plz,Austin,Travis,TX,North Plaza,90,15391204,unclassified,2,Not_Present_Value
Delta Lake Dr,Charlotte,Mecklenburg,NC,Delta Lake Drive,90,16663743,residential,2,Not_Present_Value
Underhill Ave,Yorktown Heights,Westchester,NY,Underhill Avenue,90,49527858,secondary,Not_Present_Value,Not_Present_Value
Strathmore Dr,Montgomery,Montgomery,AL,Strathmore Drive,90,840084858,residential,Not_Present_Value,Not_Present_Value
Lancaster Ave,Philadelphia,Philadelphia,PA,Lancaster Avenue,90,448752779,primary,5,Not_Present_Value
Shoemaker Ave,Cerritos,Los Angeles,CA,Shoemaker Avenue,90,403693244,tertiary,2,yes
Brightwood Ave,Nashville,Davidson,TN,Brightwood Avenue,90,19452936,residential,Not_Present_Value,no
Wilder Rd,Orinda,Contra Costa,CA,Wilder Road,90,48144735,unclassified,2,Not_Present_Value
Mechanicsville Tpke,Richmond,Richmond City,VA,Mechanicsville Turnpike,90,38236289,trunk,3,yes
Oriole Rd,Fort Myers,Lee,FL,Oriole Road,90,11029375,residential,Not_Present_Value,Not_Present_Value
Morningside Dr,Charlotte,Mecklenburg,NC,Morningside Drive,90,366130419,residential,Not_Present_Value,Not_Present_Value
Lynnhaven Pkwy,Virginia Beach,Virginia Beach,VA,Lynnhaven Parkway,90,1032878815,secondary,5,yes
Sheila Ln,Richmond,Richmond City,VA,Sheila Lane,90,692873579,residential,Not_Present_Value,yes
Thriftwood Dr,Charlotte,Mecklenburg,NC,Thriftwood Drive,90,648248569,residential,Not_Present_Value,Not_Present_Value
Atwood Rd,Auburn,Placer,CA,Atwood Road,90,707220136,residential,Not_Present_Value,Not_Present_Value
Taylor Rd,Port Orange,Volusia,FL,Taylor Road,90,285334518,primary,2,yes
Fullerton Ave,Carol Stream,DuPage,IL,Fullerton Avenue,90,22093581,residential,Not_Present_Value,Not_Present_Value
Memorial Pkwy,Newport,Campbell,KY,Memorial Parkway,90,532905120,secondary,5,Not_Present_Value
Florin Mall Dr,Sacramento,Sacramento,CA,Florin Mall Drive,90,968803460,tertiary,Not_Present_Value,Not_Present_Value
Calgrove Blvd,Newhall,Los Angeles,CA,Calgrove Blvd UC,90,32339887,motorway,5,yes
McCullough Dr,Charlotte,Mecklenburg,NC,McCullough Drive,90,1265872078,tertiary,Not_Present_Value,yes
Sir Francis Drake Blvd,Nicasio,Marin,CA,Sir Francis Drake Boulevard,90,958712927,primary,2,Not_Present_Value
Angeles Forest Hwy,Mt Wilson,Los Angeles,CA,Angeles Forest Highway,90,224057326,primary,Not_Present_Value,Not_Present_Value
Montgomery Ave,Penn Valley,Montgomery,PA,Montgomery Avenue,90,1032892497,primary,4,Not_Present_Value
Roosevelt Ave,York,York,PA,Roosevelt Avenue,90,1238396023,secondary,2,Not_Present_Value
Willow Rd,Northbrook,Cook,IL,Willow Road,90,70991622,trunk,5,yes
Wood Hollow Dr,Austin,Travis,TX,Wood Hollow Drive,90,1118554652,tertiary,4,no
Edgebrook Ave,Pittsburgh,Allegheny,PA,Edgebrook Avenue,90,11828545,residential,2,Not_Present_Value
Parker Ln,Austin,Travis,TX,Parker Lane,90,1000341564,tertiary,2,Not_Present_Value
Stokes Ln,Nashville,Davidson,TN,Stokes Lane,90,19469877,residential,Not_Present_Value,Not_Present_Value
McCrimmon Pkwy,Morrisville,Wake,NC,McCrimmon Parkway,90,581930358,secondary,2,yes
Spence Ln,Nashville,Davidson,TN,Spence Lane,90,19449164,secondary,Not_Present_Value,Not_Present_Value
Circle Oaks Dr,Napa,Napa,CA,Circle Oaks Drive,90,7702510,residential,Not_Present_Value,Not_Present_Value
Seguin Rd,San Antonio,Bexar,TX,Seguin Road,90,155936204,primary,Not_Present_Value,Not_Present_Value
Riverside Pkwy,Grand Prairie,Tarrant,TX,Riverside Parkway,90,1075963968,tertiary,3,yes
Kings Ridge Dr,Charlotte,Mecklenburg,NC,Kings Ridge Drive,90,16689248,residential,Not_Present_Value,Not_Present_Value
Franklin Ave,New Orleans,Orleans,LA,Franklin Avenue,89,1163296937,tertiary,Not_Present_Value,yes
Turner McDonald Pkwy N,Roswell,Fulton,GA,Turner McDonald Parkway,89,630069455,motorway,4,yes
Timmonsville Hwy,Darlington,Darlington,SC,Timmonsville Highway,89,1040346948,secondary,2,yes
Gourrier Ave,Baton Rouge,East Baton Rouge,LA,Gourrier Avenue,89,1101370641,secondary,3,Not_Present_Value
Hayes Rd,Houston,Harris,TX,Hayes Road,89,597528916,tertiary,4,Not_Present_Value
Duval Rd,Austin,Travis,TX,Duval Road,89,110165386,secondary,6,Not_Present_Value
E Dublin Granville Rd,Columbus,Franklin,OH,East Dublin Granville Road,89,704229259,primary,2,yes
Palm Beach Lakes Blvd,West Palm Beach,Palm Beach,FL,Palm Beach Lakes Boulevard,89,1055012616,primary,Not_Present_Value,yes
La Costa Ave,Encinitas,San Diego,CA,La Costa Avenue,89,1239671331,secondary,6,Not_Present_Value
Clifford Ave,Rochester,Monroe,NY,Clifford Avenue,89,1041497270,secondary,Not_Present_Value,Not_Present_Value
John C Lodge Fwy,Detroit,Wayne,MI,John C Lodge Freeway,89,491303392,motorway,3,yes
Tri State Tollway S,Hazel Crest,Cook,IL,Tri-State Tollway,89,421870809,motorway,6,yes
James Monroe Hwy,Leesburg,Loudoun,VA,James Monroe Highway,89,206466281,trunk,2,Not_Present_Value
Byers Rd,Miamisburg,Montgomery,OH,Byers Road,89,577746922,tertiary,2,Not_Present_Value
S Interstate 35E,Carrollton,Dallas,TX,South Interstate 35E,89,842492208,secondary,2,yes
Glenwood Ave,Raleigh,Wake,NC,Glenwood Avenue,89,613944752,trunk,4,yes
Tri State Tollway N,Des Plaines,Cook,IL,Tri-State Tollway,89,13732168,motorway,5,yes
Welsh Rd,Horsham,Montgomery,PA,Welsh Road,89,423971534,primary,5,Not_Present_Value
Eastern Pkwy,Irvington,Essex,NJ,Eastern Parkway,89,991208151,secondary,1,yes
Milliken Ave,Rancho Cucamonga,San Bernardino,CA,Milliken Avenue,89,475045134,primary,5,yes
Topsy Ln,Carson City,Douglas,NV,Topsy Lane,89,1216112500,tertiary,Not_Present_Value,yes
Marsh Ln,Dallas,Dallas,TX,Marsh Lane,89,427165622,secondary,4,yes
Level Rd,Collegeville,Montgomery,PA,Level Road,89,781925955,residential,Not_Present_Value,Not_Present_Value
Atlantic Ave,Brooklyn,Kings,NY,Atlantic Avenue,89,421120403,primary,3,Not_Present_Value
Freeborn Ave,East Providence,Providence,RI,Freeborn Avenue,89,579270796,residential,Not_Present_Value,yes
N Acadian Thruway,Baton Rouge,East Baton Rouge,LA,North Acadian Thruway,89,12628749,tertiary,4,no
Daniels Pkwy,Fort Myers,Lee,FL,Daniels Parkway,89,1128132953,primary,3,yes
Sherwood Forest Blvd,Baton Rouge,East Baton Rouge,LA,Sherwood Forest Boulevard,89,1209629775,secondary,1,yes
